id,title,description,observation,image_path,created_at,updated_at
990,hd 500gb,,,,2015-12-08T17:37:18.314+00:00,2015-12-08T17:37:18.314+00:00
991,"chapa galvanizada 24 - 3,00 x 1,20m",,,,2015-12-09T10:40:31.632+00:00,2015-12-09T10:40:31.632+00:00
992,parafuso 4.2x32,,,,2015-12-09T12:01:15.049+00:00,2015-12-09T12:01:15.049+00:00
993,parafuso 4.8x45,,,,2015-12-09T12:01:15.059+00:00,2015-12-09T12:01:15.059+00:00
994,"flangeador c/ cortador 3/16 a 5/8""",,,,2015-12-09T12:10:55.846+00:00,2015-12-09T12:10:55.846+00:00
995,filtro cobre ar cond 1ent x 1 saida,,,,2015-12-09T12:17:07.193+00:00,2015-12-09T12:17:07.193+00:00
996,capilar 0.64,,,,2015-12-09T12:17:07.204+00:00,2015-12-09T12:17:07.204+00:00
997,correia a51,,,,2015-12-09T12:17:07.214+00:00,2015-12-09T12:17:07.214+00:00
998,conserto motor ventilador 6 polos,,,,2015-12-09T12:26:32.101+00:00,2015-12-09T12:26:32.101+00:00
999,"gas suva 410a dac 11,35kg",,,,2015-12-09T12:40:16.946+00:00,2015-12-09T12:40:16.946+00:00
1000,"cano cobre 1/4"" flexível 1/32",,,,2015-12-09T12:43:25.755+00:00,2015-12-09T12:43:25.755+00:00
1001,"cano cobre 1/2"" flexível 1/32",,,,2015-12-09T12:43:25.762+00:00,2015-12-09T12:43:25.762+00:00
1002,conserto de motor ventilador sime,,,,2015-12-09T13:00:47.153+00:00,2015-12-09T13:00:47.153+00:00
1003,compressor scroll 3tr 220v,,,,2015-12-09T13:04:17.560+00:00,2015-12-09T13:04:17.560+00:00
1004,multímetro digital,,,,2015-12-09T13:09:12.054+00:00,2015-12-09T13:09:12.054+00:00
1005,"instalação e manutenção de sistemas centrais de ar condicionado, ventilação e refrigeração",,,,2015-12-09T13:18:57.948+00:00,2015-12-09T13:18:57.948+00:00
1006,contactora 25a ,,,,2015-12-09T13:26:58.072+00:00,2015-12-09T13:26:58.072+00:00
1007,terminais compressão 050 mm,,,,2015-12-09T13:34:39.052+00:00,2015-12-09T13:34:39.052+00:00
1008,barra roscada de 3/8x1,,,,2015-12-09T13:47:23.344+00:00,2015-12-09T13:47:23.344+00:00
1009,arruela 3/4,,,,2015-12-09T13:47:23.356+00:00,2015-12-09T13:47:23.356+00:00
1010,porca 3/4,,,,2015-12-09T13:47:23.366+00:00,2015-12-09T13:47:23.366+00:00
1011,valvula segurança (plug fusível) 3/8,,,,2015-12-09T13:51:29.336+00:00,2015-12-09T13:51:29.336+00:00
1012,prego 17x21,,,,2015-12-09T14:19:32.398+00:00,2015-12-09T14:19:32.398+00:00
1013,correia a 30,,,,2015-12-09T16:39:34.911+00:00,2015-12-09T16:39:34.911+00:00
1014,hélice 1704,,,,2015-12-10T11:06:14.737+00:00,2015-12-10T11:06:14.737+00:00
1015,batéria 9v,,,,2015-12-10T11:15:14.901+00:00,2015-12-10T11:15:14.901+00:00
1016,pilha alcalina grande 1.5v,,,,2015-12-10T11:17:20.168+00:00,2015-12-10T11:17:20.168+00:00
1017,fluxo p solda prata,,,,2015-12-10T11:37:26.263+00:00,2015-12-10T11:37:26.263+00:00
1018,pilha alcalina grande ,,,,2015-12-10T11:37:49.928+00:00,2015-12-10T11:37:49.928+00:00
1019,batéria 9,,,,2015-12-10T11:38:01.744+00:00,2015-12-10T11:38:01.744+00:00
1020,capacitor conjugado mfd,,,,2015-12-10T11:41:03.631+00:00,2015-12-10T11:41:03.631+00:00
1021,capacitor simples 25f,,,,2015-12-10T11:41:58.666+00:00,2015-12-10T11:41:58.666+00:00
1022,capacitor 5f ,,,,2015-12-10T11:43:35.388+00:00,2015-12-10T11:43:35.388+00:00
1023,termostato honeywell digital 220v fancall ,,,,2015-12-10T11:46:02.680+00:00,2015-12-10T11:46:02.680+00:00
1024,termostato 2 estagio 220v honeywell,,,,2015-12-10T11:47:18.186+00:00,2015-12-10T11:47:18.186+00:00
1025,lixa para ferro,,,,2015-12-10T11:53:07.432+00:00,2015-12-10T11:53:07.432+00:00
1026,"chave de fluxo 1""",,,,2015-12-10T11:59:07.550+00:00,2015-12-10T11:59:07.550+00:00
1027,"garrafa de gas r-22 de 13,62 kg",,,,2015-12-10T12:18:24.002+00:00,2015-12-10T12:18:24.002+00:00
1028,pressostato kp5 danfoss,,,,2015-12-10T12:21:03.047+00:00,2015-12-10T12:21:03.047+00:00
1029,manometro glicerinado 140 psi,,,,2015-12-10T12:26:03.699+00:00,2015-12-10T12:26:03.699+00:00
1030,pressostato de alta e baixa danfoss kp 15 ,,,,2015-12-10T12:27:34.994+00:00,2015-12-10T12:27:34.994+00:00
1031,pressostato margirius,,,,2015-12-10T12:28:55.467+00:00,2015-12-10T12:28:55.467+00:00
1032,sensor temperatura treine,,,,2015-12-10T12:37:23.889+00:00,2015-12-10T12:37:23.889+00:00
1033,sensor temperatura trane,,,,2015-12-10T12:51:30.588+00:00,2015-12-10T12:51:30.588+00:00
1034,disco de makita ,,,,2015-12-10T13:02:47.071+00:00,2015-12-10T13:02:47.071+00:00
1035,reparo hidra p/ descarga,,,,2015-12-10T13:04:24.704+00:00,2015-12-10T13:04:24.704+00:00
1036,sensor temperatura e degelo ,,,,2015-12-10T13:05:48.879+00:00,2015-12-10T13:05:48.879+00:00
1037,fusível vidro 2a,,,,2015-12-10T13:08:17.563+00:00,2015-12-10T13:08:17.563+00:00
1038,fusível grande 6a,,,,2015-12-10T13:12:23.083+00:00,2015-12-10T13:12:23.083+00:00
1039,sensor duplo elgin,,,,2015-12-10T13:14:39.643+00:00,2015-12-10T13:14:39.643+00:00
1040,sinaleira vermelha 12v,,,,2015-12-10T13:26:13.436+00:00,2015-12-10T13:26:13.436+00:00
1041,sinaleira vermelha led 220v,,,,2015-12-10T13:28:21.838+00:00,2015-12-10T13:28:21.838+00:00
1042,botoeira pequena 6a,,,,2015-12-10T13:34:39.395+00:00,2015-12-10T13:34:39.395+00:00
1043,conector reto 3/4,,,,2015-12-10T13:36:30.759+00:00,2015-12-10T13:36:30.759+00:00
1044,conector reto ¹/4,,,,2015-12-10T13:36:56.151+00:00,2015-12-10T13:36:56.151+00:00
1045,conector reto ¹/²,,,,2015-12-10T13:37:47.051+00:00,2015-12-10T13:37:47.051+00:00
1046,conector reto 5,,,,2015-12-10T13:39:09.154+00:00,2015-12-10T13:39:09.154+00:00
1047,valvula de serviço 3/4,,,,2015-12-10T13:41:33.268+00:00,2015-12-10T13:41:33.268+00:00
1048,pincel nº 4,,,,2015-12-10T13:43:41.507+00:00,2015-12-10T13:43:41.507+00:00
1049,pincel ¹/²,,,,2015-12-10T13:49:15.116+00:00,2015-12-10T13:49:15.116+00:00
1050,pincel de 1¹/²,,,,2015-12-10T13:50:27.593+00:00,2015-12-10T13:50:27.593+00:00
1051,rolos espuma 5cm,,,,2015-12-10T13:52:03.476+00:00,2015-12-10T13:52:03.476+00:00
1052,abraçadeira  nylon 140/3.5,,,,2015-12-10T16:08:28.781+00:00,2015-12-10T16:08:28.781+00:00
1053,alicate amperímetro ,,,,2015-12-10T16:10:09.535+00:00,2015-12-10T16:10:09.535+00:00
1054,bomba de dreno maxi ,,,,2015-12-10T16:13:13.752+00:00,2015-12-10T16:13:13.752+00:00
1055,bomba dreno mini ,,,,2015-12-10T16:14:07.703+00:00,2015-12-10T16:14:07.703+00:00
1056,kit de controle universal,,,,2015-12-10T16:16:00.891+00:00,2015-12-10T16:16:00.891+00:00
1057,termômetro digital 5 pontos,,,,2015-12-10T16:18:29.169+00:00,2015-12-10T16:18:29.169+00:00
1058,thinner,,,,2015-12-10T16:20:02.250+00:00,2015-12-10T16:20:02.250+00:00
1059,óleo para compressor,,,,2015-12-10T16:21:04.642+00:00,2015-12-10T16:21:04.642+00:00
1060,adesivo contato cascola,,,,2015-12-10T16:29:42.380+00:00,2015-12-10T16:29:42.380+00:00
1061,estopa,,,,2015-12-10T16:34:26.335+00:00,2015-12-10T16:34:26.335+00:00
1062,filtro secador dml 5/8,,,,2015-12-10T16:38:51.382+00:00,2015-12-10T16:38:51.382+00:00
1063,registro de gaveta ¹/²,,,,2015-12-10T16:47:12.523+00:00,2015-12-10T16:47:12.523+00:00
1064,"tubo capilar de 0,50",,,,2015-12-10T16:49:14.165+00:00,2015-12-10T16:49:14.165+00:00
1065,contactora cm 25 ,,,,2015-12-10T16:50:56.318+00:00,2015-12-10T16:50:56.318+00:00
1066,disjuntor tripolar 32a,,,,2015-12-10T16:57:55.129+00:00,2015-12-10T16:57:55.129+00:00
1067,relê ,,,,2015-12-10T16:58:13.735+00:00,2015-12-10T16:58:13.735+00:00
1068,rele 32a,,,,2015-12-10T17:00:33.445+00:00,2015-12-10T17:00:33.445+00:00
1069,motor com hélice eugean 1 eixo e 1/6 cv,,,,2015-12-10T17:11:30.372+00:00,2015-12-10T17:11:30.372+00:00
1070,hélice 1760,,,,2015-12-10T17:19:24.968+00:00,2015-12-10T17:19:24.968+00:00
1071,placa duplo triac saída com conectores,,,,2015-12-10T17:35:57.240+00:00,2015-12-10T17:35:57.240+00:00
1072,voluta ,,,,2015-12-10T17:45:34.521+00:00,2015-12-10T17:45:34.521+00:00
1073,abracadeira nylon 6.6 alta resistência 640x12,,,,2015-12-10T17:59:06.804+00:00,2015-12-10T17:59:06.804+00:00
1074,valvula segurança (plug fusível) 1/2,,,,2015-12-10T18:06:51.081+00:00,2015-12-10T18:06:51.081+00:00
1075,fita isolante térmico,,,,2015-12-10T18:35:51.166+00:00,2015-12-10T18:35:51.166+00:00
1076,compressor rotativo 18000 btus ,,,,2015-12-10T18:45:27.181+00:00,2015-12-10T18:45:27.181+00:00
1077,contactor 32a 220v,,,,2015-12-11T12:16:28.206+00:00,2015-12-11T12:16:28.206+00:00
1078,disjuntor 32a,,,,2015-12-11T12:16:29.051+00:00,2015-12-11T12:16:29.051+00:00
1079,conector sindal,,,,2015-12-11T12:16:29.057+00:00,2015-12-11T12:16:29.057+00:00
1080,amperímetro 050a,,,,2015-12-11T12:16:29.062+00:00,2015-12-11T12:16:29.062+00:00
1081,capacitor motor 250v,,,,2015-12-11T12:16:29.940+00:00,2015-12-11T12:16:29.940+00:00
1082,capacitor motor 220v,,,,2015-12-11T12:16:29.945+00:00,2015-12-11T12:16:29.945+00:00
1083,solda 500g metais,,,,2015-12-11T12:16:29.952+00:00,2015-12-11T12:16:29.952+00:00
1084,espiral pvc 1/4,,,,2015-12-11T12:16:29.957+00:00,2015-12-11T12:16:29.957+00:00
1085,emenda termo encolhivel 1/4,,,,2015-12-11T12:16:29.962+00:00,2015-12-11T12:16:29.962+00:00
1086,disjuntor 32a siemens,,,,2015-12-11T12:16:29.968+00:00,2015-12-11T12:16:29.968+00:00
1087,controle remoto springer cr 41014011,,,,2015-12-11T12:55:41.707+00:00,2015-12-11T12:55:41.707+00:00
1088,rele 30s aeg,,,,2015-12-11T13:09:05.393+00:00,2015-12-11T13:09:05.393+00:00
1089,brac t 18-r ,,,,2015-12-11T13:09:05.402+00:00,2015-12-11T13:09:05.402+00:00
1090,terminal pre isolado tpp22-l,,,,2015-12-11T13:09:05.408+00:00,2015-12-11T13:09:05.408+00:00
1091,"cabo pp 3x4,00",,,,2015-12-11T13:18:08.452+00:00,2015-12-11T13:18:08.452+00:00
1092,tomada 2p+t,,,,2015-12-11T13:18:08.458+00:00,2015-12-11T13:18:08.458+00:00
1093,bucha nylon ,,,,2015-12-11T13:18:08.463+00:00,2015-12-11T13:18:08.463+00:00
1094,"parafuso 4,2x38mm",,,,2015-12-11T13:18:08.468+00:00,2015-12-11T13:18:08.468+00:00
1095,disjuntor k32,,,,2015-12-11T13:18:08.473+00:00,2015-12-11T13:18:08.473+00:00
1096,canal sx c/ divisoria,,,,2015-12-11T13:18:08.478+00:00,2015-12-11T13:18:08.478+00:00
1097,bucha nylon para chapas,,,,2015-12-11T13:18:08.483+00:00,2015-12-11T13:18:08.483+00:00
1098,"parafuso 4,8x50mm",,,,2015-12-11T13:18:08.488+00:00,2015-12-11T13:18:08.488+00:00
1099,brac u1 galv,,,,2015-12-11T13:18:08.493+00:00,2015-12-11T13:18:08.493+00:00
1100,luminária de emergência 30leds,,,,2015-12-11T13:21:13.473+00:00,2015-12-11T13:21:13.473+00:00
1101,canal sx s/ divisória,,,,2015-12-11T13:29:25.002+00:00,2015-12-11T13:29:25.002+00:00
1102,"cabo flex 02,50 pt",,,,2015-12-11T13:29:25.008+00:00,2015-12-11T13:29:25.008+00:00
1103,plafon pvc ,,,,2015-12-11T13:29:25.016+00:00,2015-12-11T13:29:25.016+00:00
1104,lampada dulux 23w,,,,2015-12-11T13:29:25.023+00:00,2015-12-11T13:29:25.023+00:00
1105,"cabo flex 01,50 az",,,,2015-12-11T13:29:25.028+00:00,2015-12-11T13:29:25.028+00:00
1106,interruptor 1 paralelo,,,,2015-12-11T13:29:25.033+00:00,2015-12-11T13:29:25.033+00:00
1107,volt r 55 300v,,,,2015-12-11T13:29:25.038+00:00,2015-12-11T13:29:25.038+00:00
1108,capacitor motor 110v,,,,2015-12-11T13:29:25.044+00:00,2015-12-11T13:29:25.044+00:00
1109,split xpawer carrier 22.000 btus inverter,,,,2015-12-11T15:58:45.459+00:00,2015-12-11T15:58:45.459+00:00
1110,"piso metálico 0,33x1,00",,,,2015-12-11T17:41:31.133+00:00,2015-12-11T17:41:31.133+00:00
1111,painel metálico ,,,,2015-12-11T17:41:31.153+00:00,2015-12-11T17:41:31.153+00:00
1112,roda metálica c/ rolamento tellure,,,,2015-12-11T17:41:31.169+00:00,2015-12-11T17:41:31.169+00:00
1113,"martelete 2,4kg",,,,2015-12-11T17:47:02.834+00:00,2015-12-11T17:47:02.834+00:00
1114,diagonal metálica,,,,2015-12-11T17:47:02.850+00:00,2015-12-11T17:47:02.850+00:00
1115,painel metálico,,,,2015-12-11T17:47:02.861+00:00,2015-12-11T17:47:02.861+00:00
1116,"piso metálico 0,30x1,50m",,,,2015-12-11T17:47:02.872+00:00,2015-12-11T17:47:02.872+00:00
1117,placa eletrônica principal 201332790653,,,,2015-12-11T18:21:52.306+00:00,2015-12-11T18:21:52.306+00:00
1118,bomba de dreno para cassete mod.42gwc0080bp03thc,,,,2015-12-14T18:21:47.872+00:00,2015-12-14T18:21:47.872+00:00
1119,relógio de ponto,,,,2015-12-14T19:32:44.388+00:00,2015-12-14T19:32:44.388+00:00
1120,tubo de cobre flexível 1/2”,,,,2015-12-14T19:37:42.251+00:00,2015-12-14T19:37:42.251+00:00
1121,tubo de cobre flexível 1/4”,,,,2015-12-14T19:38:47.417+00:00,2015-12-14T19:38:47.417+00:00
1122,tubo de cobre flexível 3/8”,,,,2015-12-14T19:39:04.423+00:00,2015-12-14T19:39:04.423+00:00
1123,"tubo cobre flexível 1/2""",,,,2015-12-15T11:16:15.433+00:00,2015-12-15T11:16:15.433+00:00
1124,"tubo cobre flexível 1/4""",,,,2015-12-15T11:16:15.451+00:00,2015-12-15T11:16:15.451+00:00
1125,"tubo cobre flexível 3/8""",,,,2015-12-15T11:16:15.460+00:00,2015-12-15T11:16:15.460+00:00
1126,valvula tbv cm dn 20 (válvula 2 vias 1/4 com atuador),,,,2015-12-15T12:08:54.669+00:00,2015-12-15T12:08:54.669+00:00
1127,"valvula esfera de 2 vias 1 1/4"" pol proporcional 24v",,,,2015-12-15T12:08:54.675+00:00,2015-12-15T12:08:54.675+00:00
1128,serviço de tratamento químico preventivo,,,,2015-12-15T13:47:57.138+00:00,2015-12-15T13:47:57.138+00:00
1129,locação cil nitrogênio 1 m³,,,,2015-12-15T14:25:41.225+00:00,2015-12-15T14:25:41.225+00:00
1130,"conserto de motor 4,0cv 4 rolos c/ rebobinamento",,,,2015-12-15T14:36:31.416+00:00,2015-12-15T14:36:31.416+00:00
1131,serviço de furo em polia,,,,2015-12-15T14:39:07.529+00:00,2015-12-15T14:39:07.529+00:00
1132,suporte para condensadora 22000btus,,,,2015-12-15T17:02:05.267+00:00,2015-12-15T17:02:05.267+00:00
1133,"tubo cobre flexível 5/8""",,,,2015-12-15T17:02:06.135+00:00,2015-12-15T17:02:06.135+00:00
1134,cabo pp 4x4 mm,,,,2015-12-15T17:02:06.147+00:00,2015-12-15T17:02:06.147+00:00
1135,"mangueira cristal de 1/2""",,,,2015-12-15T17:02:06.158+00:00,2015-12-15T17:02:06.158+00:00
1136,exaustor muro 150 b 220v,,,,2015-12-15T17:48:58.731+00:00,2015-12-15T17:48:58.731+00:00
1137,"filtro dml 164 c/ rosca de 1/2""",,,,2015-12-16T17:39:30.823+00:00,2015-12-16T17:39:30.823+00:00
1138,"filtro st 210 1/2"" rosca de 1/2""",,,,2015-12-16T17:39:30.853+00:00,2015-12-16T17:39:30.853+00:00
1139,placa eletrônica carrier inverter,,,,2015-12-17T11:13:55.602+00:00,2015-12-17T11:13:55.602+00:00
1140,frete do df para go,,,,2015-12-17T12:39:32.107+00:00,2015-12-17T12:39:32.107+00:00
1141,terminais dupla compressao tipo agulha 35mm2,,,,2015-12-17T13:08:31.550+00:00,2015-12-17T13:08:31.550+00:00
1142,rolo de manta filtrante densidade 300,,,,2015-12-17T13:08:31.559+00:00,2015-12-17T13:08:31.559+00:00
1143,frete para a fazenda,,,,2015-12-17T13:19:54.850+00:00,2015-12-17T13:19:54.850+00:00
1144,compressor hitachi shv73yc6u,,,,2015-12-17T13:36:42.074+00:00,2015-12-17T13:36:42.074+00:00
1145,capacitor permanente 50,,,,2015-12-17T13:36:42.081+00:00,2015-12-17T13:36:42.081+00:00
1146,pares pilha palito aaa,,,,2015-12-17T17:46:23.667+00:00,2015-12-17T17:46:23.667+00:00
1147,helice para condensadora ref.17604014,,,,2015-12-17T17:46:23.675+00:00,2015-12-17T17:46:23.675+00:00
1148,detergente maxplux,,,,2015-12-17T17:46:23.683+00:00,2015-12-17T17:46:23.683+00:00
1149,terminais compressao tipo agulha 35mm2,,,,2015-12-17T18:10:43.850+00:00,2015-12-17T18:10:43.850+00:00
1150,folha de madeirite,,,,2015-12-21T13:35:05.817+00:00,2015-12-21T13:35:05.817+00:00
1151,talha 500 kg,,,,2015-12-21T13:35:05.832+00:00,2015-12-21T13:35:05.832+00:00
1152,semikron skd 82/16,,,,2015-12-21T13:38:18.713+00:00,2015-12-21T13:38:18.713+00:00
1153,"tubo galvanizado 1 1/4"" sem costura sch40",,,,2015-12-21T15:32:09.487+00:00,2015-12-21T15:32:09.487+00:00
1154,"tubo galvanizado 2"" sem costura sch40",,,,2015-12-21T15:32:09.498+00:00,2015-12-21T15:32:09.498+00:00
1155,"tubo galvanizado 2 1/2"" sem costura sch40",,,,2015-12-21T15:32:09.505+00:00,2015-12-21T15:32:09.505+00:00
1156,"tubo esponjoso armaflex 1 1/4"" m-42",,,,2015-12-21T15:32:09.512+00:00,2015-12-21T15:32:09.512+00:00
1157,"tubo esponjoso armaflex 2"" m-60",,,,2015-12-21T15:32:09.519+00:00,2015-12-21T15:32:09.519+00:00
1158,"tubo esponjoso armaflex 2 1/2"" m-76",,,,2015-12-21T15:32:09.529+00:00,2015-12-21T15:32:09.529+00:00
1159,cola para isolamento armaflex,,,,2015-12-21T15:32:09.542+00:00,2015-12-21T15:32:09.542+00:00
1160,filtro y bronze rosca,,,,2015-12-21T15:32:09.551+00:00,2015-12-21T15:32:09.551+00:00
1161,"luva galvanizada 2""",,,,2015-12-21T15:32:09.560+00:00,2015-12-21T15:32:09.560+00:00
1162,"luva galvanizada 2 1/2""",,,,2015-12-21T15:32:09.569+00:00,2015-12-21T15:32:09.569+00:00
1163,"tee de reduÇao galvanizado 2 1/2"" x 1 1/4""",,,,2015-12-21T15:32:09.577+00:00,2015-12-21T15:32:09.577+00:00
1164,"tee de reduÇao galvanizado 2"" x 1 1/4""",,,,2015-12-21T15:32:09.585+00:00,2015-12-21T15:32:09.585+00:00
1165,"bucha de reduÇao galvanizada 2"" x 1 1/4""",,,,2015-12-21T15:32:09.592+00:00,2015-12-21T15:32:09.592+00:00
1166,"bucha de reduÇao galvanizada 2 1/2"" x 2""",,,,2015-12-21T15:32:09.602+00:00,2015-12-21T15:32:09.602+00:00
1167,"uniao galvanizada conica 2 1/2""",,,,2015-12-21T15:32:09.609+00:00,2015-12-21T15:32:09.609+00:00
1168,"joelho galvanizado 2 1/2"" 90º",,,,2015-12-21T15:32:09.622+00:00,2015-12-21T15:32:09.622+00:00
1169,"joelho galvanizada 1 1/4"" 90º",,,,2015-12-21T15:32:09.629+00:00,2015-12-21T15:32:09.629+00:00
1170,"galao de zarcao 3,6lt",,,,2015-12-21T15:32:09.642+00:00,2015-12-21T15:32:09.642+00:00
1171,rolo barbante,,,,2015-12-21T15:32:09.673+00:00,2015-12-21T15:32:09.673+00:00
1172,tinner,,,,2015-12-21T15:32:09.692+00:00,2015-12-21T15:32:09.692+00:00
1173,acionador manual,,,,2015-12-21T18:37:07.371+00:00,2015-12-21T18:37:07.371+00:00
1174,correia b-44,,,,2015-12-22T11:30:12.657+00:00,2015-12-22T11:30:12.657+00:00
1175,correia a-31,,,,2015-12-22T11:30:12.689+00:00,2015-12-22T11:30:12.689+00:00
1176,estopa branca,,,,2015-12-22T11:30:12.722+00:00,2015-12-22T11:30:12.722+00:00
1177,desigripante wd,,,,2015-12-22T11:30:12.752+00:00,2015-12-22T11:30:12.752+00:00
1178,telhas zinco,,,,2015-12-22T12:14:40.855+00:00,2015-12-22T12:14:40.855+00:00
1179,rele 06 s,,,,2015-12-22T12:19:53.843+00:00,2015-12-22T12:19:53.843+00:00
1180,terminal 2.5mm 22-6,,,,2015-12-22T12:19:53.871+00:00,2015-12-22T12:19:53.871+00:00
1181,bomba de remoção gotec,,,,2015-12-22T12:22:45.117+00:00,2015-12-22T12:22:45.117+00:00
1182,"filtro secador dml 165 5/8"" c/ rosca",,,,2015-12-22T12:30:02.229+00:00,2015-12-22T12:30:02.229+00:00
1183,inseticida ,,,,2015-12-22T12:33:51.197+00:00,2015-12-22T12:33:51.197+00:00
1184,"cano pvc 3/4"" soldavel",,,,2015-12-22T16:38:08.289+00:00,2015-12-22T16:38:08.289+00:00
1185,"abraÇadeira tipo copo 3/4""",,,,2015-12-22T16:38:08.303+00:00,2015-12-22T16:38:08.303+00:00
1186,"joelho pvc 3/4"" soldavel",,,,2015-12-22T16:38:08.313+00:00,2015-12-22T16:38:08.313+00:00
1187,compressor scroll 7.5 tr mod. zr81kc-tf7-523,,,,2015-12-22T17:16:16.305+00:00,2015-12-22T17:16:16.305+00:00
1188,resistência de estufa 220v 3000w,,,,2015-12-22T17:22:18.996+00:00,2015-12-22T17:22:18.996+00:00
1189,"abraçadeira  copo 3/4""",,,,2015-12-23T15:25:22.986+00:00,2015-12-23T15:25:22.986+00:00
1190,correia bx 73,,,,2015-12-23T16:17:55.614+00:00,2015-12-23T16:17:55.614+00:00
1191,mangueira 1/2 c/ abraçadeira,,,,2015-12-23T16:17:55.629+00:00,2015-12-23T16:17:55.629+00:00
1192,"tela artistica em aço galvanizado 3/4""",,,,2015-12-28T12:01:03.228+00:00,2015-12-28T12:01:03.228+00:00
1193,fx esp 580x390x50mm,,,,2015-12-28T13:08:43.467+00:00,2015-12-28T13:08:43.467+00:00
1194,fx esp 475x380x50mm,,,,2015-12-28T13:08:43.487+00:00,2015-12-28T13:08:43.487+00:00
1195,fx esp 480x395x50mm,,,,2015-12-28T13:08:43.501+00:00,2015-12-28T13:08:43.501+00:00
1196,fx esp 565x380x50mm,,,,2015-12-28T13:08:43.513+00:00,2015-12-28T13:08:43.513+00:00
1197,fx esp 610x682x50mm,,,,2015-12-28T13:08:43.529+00:00,2015-12-28T13:08:43.529+00:00
1198,fx esp 600x600x100mm,,,,2015-12-28T13:08:43.570+00:00,2015-12-28T13:08:43.570+00:00
1199,fx esp 580x450x100mm,,,,2015-12-28T13:08:43.584+00:00,2015-12-28T13:08:43.584+00:00
1200,fx esp 425x335x25mm,,,,2015-12-28T13:08:43.596+00:00,2015-12-28T13:08:43.596+00:00
1201,fx esp 445x285x30mm,,,,2015-12-28T13:08:43.607+00:00,2015-12-28T13:08:43.607+00:00
1202,fx esp 445x335x50mm,,,,2015-12-28T13:08:43.616+00:00,2015-12-28T13:08:43.616+00:00
1203,fx esp910x1075x25mm,,,,2015-12-28T13:08:43.625+00:00,2015-12-28T13:08:43.625+00:00
1204,fx esp 1050x1075x25mm,,,,2015-12-28T13:08:43.636+00:00,2015-12-28T13:08:43.636+00:00
1205,fx esp 650x510x25mm,,,,2015-12-28T13:08:43.645+00:00,2015-12-28T13:08:43.645+00:00
1206,fx esp 695x940x25mm,,,,2015-12-28T13:08:43.655+00:00,2015-12-28T13:08:43.655+00:00
1207,fx esp 560x780x25mm,,,,2015-12-28T13:08:43.670+00:00,2015-12-28T13:08:43.670+00:00
1208,fx esp 810x940x25mm,,,,2015-12-28T13:08:43.684+00:00,2015-12-28T13:08:43.684+00:00
1209,fx esp 605x630x25mm,,,,2015-12-28T13:08:43.693+00:00,2015-12-28T13:08:43.693+00:00
1210,fx 15 (manta filtrante g4)  1500x30000mm,,,,2015-12-28T13:08:43.702+00:00,2015-12-28T13:08:43.702+00:00
1211,fx esp 440x775x50mm,,,,2015-12-28T13:08:43.711+00:00,2015-12-28T13:08:43.711+00:00
1212,fx esp 1035x980x20mm,,,,2015-12-28T13:08:43.720+00:00,2015-12-28T13:08:43.720+00:00
1213,fx esp 345x564x50mm,,,,2015-12-28T13:08:43.737+00:00,2015-12-28T13:08:43.737+00:00
1214,fx esp 690x395x50mm,,,,2015-12-28T13:08:43.746+00:00,2015-12-28T13:08:43.746+00:00
1215,fx esp 371x400x50mm,,,,2015-12-28T13:08:43.755+00:00,2015-12-28T13:08:43.755+00:00
1216,recarga cartucho hp,,,,2015-12-28T13:22:49.089+00:00,2015-12-28T13:22:49.089+00:00
1217,balde graxa,,,,2015-12-28T17:50:07.624+00:00,2015-12-28T17:50:07.624+00:00
1218,carro plataforma 300kg,,,,2015-12-28T17:50:07.645+00:00,2015-12-28T17:50:07.645+00:00
1219,furadeira 1/2 dewalt,,,,2015-12-28T17:50:07.674+00:00,2015-12-28T17:50:07.674+00:00
1220,jogo de broca rapida 13mm,,,,2015-12-28T17:50:07.699+00:00,2015-12-28T17:50:07.699+00:00
1221,jogo broca concreto,,,,2015-12-28T17:50:07.714+00:00,2015-12-28T17:50:07.714+00:00
1222,"jogo soquete estriado 1/2,3/8,1/4",,,,2015-12-28T17:50:07.729+00:00,2015-12-28T17:50:07.729+00:00
1223,frangeador p/ tubo 3/16x5/8,,,,2015-12-28T17:50:07.743+00:00,2015-12-28T17:50:07.743+00:00
1224,nível laser,,,,2015-12-28T17:50:07.755+00:00,2015-12-28T17:50:07.755+00:00
1225,paquímetro digital 150mm/6 ,,,,2015-12-28T17:50:07.769+00:00,2015-12-28T17:50:07.769+00:00
1226,ponteiro redondo 3/4x25,,,,2015-12-28T17:50:07.785+00:00,2015-12-28T17:50:07.785+00:00
1227,talhadeira mec 150x16mm,,,,2015-12-28T17:50:07.804+00:00,2015-12-28T17:50:07.804+00:00
