id,title,description,observation,image_path,created_at,updated_at
2118,"cabo 0,6 mm",,,,2016-05-05T12:39:38.313+00:00,2016-05-05T12:39:38.313+00:00
2119,arco serra regulavel,,,,2016-05-05T12:39:38.323+00:00,2016-05-05T12:39:38.323+00:00
2120,"parafuso aa 4,8mm",,,,2016-05-05T12:39:38.330+00:00,2016-05-05T12:39:38.330+00:00
2121,isolamento 3/8,,,,2016-05-05T12:42:48.075+00:00,2016-05-05T12:42:48.075+00:00
2122,isolamento 3/4,,,,2016-05-05T12:42:48.083+00:00,2016-05-05T12:42:48.083+00:00
2123,cano cobre 3/8 flexivel panq,,,,2016-05-05T12:42:48.091+00:00,2016-05-05T12:42:48.091+00:00
2124,cano cobre 3/4 flexivel panq,,,,2016-05-05T12:42:48.099+00:00,2016-05-05T12:42:48.099+00:00
2125,valvula de expansão tixa 08,,,,2016-05-05T12:52:39.517+00:00,2016-05-05T12:52:39.517+00:00
2126,curva de cobre 1/2,,,,2016-05-05T12:56:31.488+00:00,2016-05-05T12:56:31.488+00:00
2127,isolamento de 7/8,,,,2016-05-05T12:56:31.510+00:00,2016-05-05T12:56:31.510+00:00
2128,isolamento de 1'',,,,2016-05-05T12:56:31.518+00:00,2016-05-05T12:56:31.518+00:00
2129,isolamento de 1/2,,,,2016-05-05T12:56:31.527+00:00,2016-05-05T12:56:31.527+00:00
2130,perfil de borracha 5mm,,,,2016-05-05T12:59:21.701+00:00,2016-05-05T12:59:21.701+00:00
2131,correia a27,,,,2016-05-05T12:59:21.715+00:00,2016-05-05T12:59:21.715+00:00
2132,correia a 53,,,,2016-05-05T12:59:21.728+00:00,2016-05-05T12:59:21.728+00:00
2133,rolamento 5212,,,,2016-05-05T13:01:23.855+00:00,2016-05-05T13:01:23.855+00:00
2134,rolamento 6312,,,,2016-05-05T13:01:23.874+00:00,2016-05-05T13:01:23.874+00:00
2135,cano de cobre de 1/2,,,,2016-05-05T13:14:00.605+00:00,2016-05-05T13:14:00.605+00:00
2136,curva de cobre de1/2,,,,2016-05-05T13:19:14.644+00:00,2016-05-05T13:19:14.644+00:00
2137,compressor 1/3hp gas 134,,,,2016-05-05T13:21:09.963+00:00,2016-05-05T13:21:09.963+00:00
2138,cola de contato ,,,,2016-05-05T13:54:11.895+00:00,2016-05-05T13:54:11.895+00:00
2139,estilete,,,,2016-05-05T13:54:11.909+00:00,2016-05-05T13:54:11.909+00:00
2140,manta f7,,,,2016-05-05T13:56:46.145+00:00,2016-05-05T13:56:46.145+00:00
2141,armaflex m-48,,,,2016-05-05T13:56:46.151+00:00,2016-05-05T13:56:46.151+00:00
2142,bucha s6,,,,2016-05-05T13:58:45.102+00:00,2016-05-05T13:58:45.102+00:00
2143,"parafuso aaa 4,2x38",,,,2016-05-05T13:58:45.206+00:00,2016-05-05T13:58:45.206+00:00
2144,tubo de 1/2,,,,2016-05-05T14:01:08.764+00:00,2016-05-05T14:01:08.764+00:00
2145,luva de 1/2 tupy,,,,2016-05-05T14:01:08.774+00:00,2016-05-05T14:01:08.774+00:00
2146,te 1/2,,,,2016-05-05T14:01:08.782+00:00,2016-05-05T14:01:08.782+00:00
2147,recarga de cilindros de ppu oxigenio,,,,2016-05-05T14:03:26.827+00:00,2016-05-05T14:03:26.827+00:00
2148,recarga de cilindros de ppu acetileno,,,,2016-05-05T14:03:26.835+00:00,2016-05-05T14:03:26.835+00:00
2149,filtro plano g4,,,,2016-05-05T14:07:58.046+00:00,2016-05-05T14:07:58.046+00:00
2150,compressor 18.000 btus ,,,,2016-05-06T18:58:58.086+00:00,2016-05-06T18:58:58.086+00:00
2151,capacitor 45,,,,2016-05-06T18:58:58.099+00:00,2016-05-06T18:58:58.099+00:00
2152,capacitor 50 mfd,,,,2016-05-06T18:58:58.105+00:00,2016-05-06T18:58:58.105+00:00
2153,compressor 36.000 btus,,,,2016-05-06T19:21:05.987+00:00,2016-05-06T19:21:05.987+00:00
2154,solda phoscoper,,,,2016-05-06T19:21:06.001+00:00,2016-05-06T19:21:06.001+00:00
2155,master plus,,,,2016-05-06T19:36:16.156+00:00,2016-05-06T19:36:16.156+00:00
2156,rolamento ra 205-16,,,,2016-05-06T19:44:36.816+00:00,2016-05-06T19:44:36.816+00:00
2157,cobre 1/4,,,,2016-05-06T19:47:27.133+00:00,2016-05-06T19:47:27.133+00:00
2158,cobre 5/8,,,,2016-05-06T19:47:27.139+00:00,2016-05-06T19:47:27.139+00:00
2159,manta fx 15,,,,2016-05-06T20:18:44.290+00:00,2016-05-06T20:18:44.290+00:00
2160,gas r 22,,,,2016-05-09T12:47:41.108+00:00,2016-05-09T12:47:41.108+00:00
2161,gas 141 b,,,,2016-05-09T12:47:41.127+00:00,2016-05-09T12:47:41.127+00:00
2162,abastecimento veiculo bruno,,,,2016-05-09T18:48:26.709+00:00,2016-05-09T18:48:26.709+00:00
2163,chapa galvanizada 24 1.2m x 3.00m,,,,2016-05-10T11:42:10.798+00:00,2016-05-10T11:42:10.798+00:00
2164,"difusor de ar quadrado para insuflamento em duas direções perpendiculares, 360x360 mm, referência comercial: trox  adq-2c-ag.",,,,2016-05-10T11:42:10.811+00:00,2016-05-10T11:42:10.811+00:00
2165,cadeado e-35,,,,2016-05-10T13:27:09.132+00:00,2016-05-10T13:27:09.132+00:00
2166,"placa eletrônica de supervisão nrcp2, part no. 79037142.",,,,2016-05-11T11:45:57.600+00:00,2016-05-11T11:45:57.600+00:00
2167,sensor de água gelada para chiller modelo trane x13540555002 (sen0006e).,,,,2016-05-11T11:45:57.611+00:00,2016-05-11T11:45:57.611+00:00
2276,armaflex m48,,,,2016-05-23T17:00:18.949+00:00,2016-05-23T17:00:18.949+00:00
2277,armaflex m60,,,,2016-05-23T17:00:18.966+00:00,2016-05-23T17:00:18.966+00:00
2278,correia b 39,,,,2016-05-23T17:50:22.932+00:00,2016-05-23T17:50:22.932+00:00
2168,"termostato para controle de temperatura ambiente, para comando de unidades fancoil com válvula de água gelada e ventilador de 3 velocidades. referências comerciais: honeywell t6373a1017; johnson controls t2000eac-0ce; mercato abc806fct‑2‑o/o‑3s; york apc-tms 1000c.",,,,2016-05-11T18:48:35.486+00:00,2016-05-11T18:48:35.486+00:00
2169,"válvula de balanceamento e controle 2 vias, controle proporcional, diâmetro nominal 1"" (25 mm). referência comercial: ta hydronics tbv-cm dn 25 com atuador ta hydronics emo tm.",,,,2016-05-11T18:48:37.439+00:00,2016-05-11T18:48:37.439+00:00
2170,thinner ,,,,2016-05-12T17:15:09.891+00:00,2016-05-12T17:15:09.891+00:00
2171,"valvula 3/4"" 2 vias t.a",,,,2016-05-13T13:23:24.421+00:00,2016-05-13T13:23:24.421+00:00
2172,luva cobre 3/4,,,,2016-05-13T14:51:54.773+00:00,2016-05-13T14:51:54.773+00:00
2173,joelho cobre 5/8,,,,2016-05-13T14:51:54.792+00:00,2016-05-13T14:51:54.792+00:00
2174,valvula serviço 5/8,,,,2016-05-13T14:51:54.798+00:00,2016-05-13T14:51:54.798+00:00
2175,valvula schrader ,,,,2016-05-13T14:51:54.804+00:00,2016-05-13T14:51:54.804+00:00
2176,broca aço rapido n 5,,,,2016-05-13T14:51:54.811+00:00,2016-05-13T14:51:54.811+00:00
2177,"pincel 2""",,,,2016-05-13T18:13:05.710+00:00,2016-05-13T18:13:05.710+00:00
2178,"tubo esponjoso 1 1/4"" m-42 armaflex",,,,2016-05-17T11:52:14.024+00:00,2016-05-17T11:52:14.024+00:00
2179,união água gelada 1 polegada,,,,2016-05-18T14:49:34.145+00:00,2016-05-18T14:49:34.145+00:00
2180,luva para água gelada  polegada,,,,2016-05-18T14:49:34.184+00:00,2016-05-18T14:49:34.184+00:00
2181,compressor scroll 36000 mod. zr36kc-p,,,,2016-05-19T11:37:26.600+00:00,2016-05-19T11:37:26.600+00:00
2182,aspirador de po,,,,2016-05-19T11:39:29.198+00:00,2016-05-19T11:39:29.198+00:00
2183,motor ventilador de acj - mod.ml46rbcx2 ref.25901019 ewg,,,,2016-05-19T11:58:05.104+00:00,2016-05-19T11:58:05.104+00:00
2184,compressor 30 tr danfos,,,,2016-05-19T17:44:59.623+00:00,2016-05-19T17:44:59.623+00:00
2185,"manutenção de motor de 1,15 cv",,,,2016-05-19T18:50:22.478+00:00,2016-05-19T18:50:22.478+00:00
2186,termometro capela h100 escala 0-50,,,,2016-05-19T18:54:38.623+00:00,2016-05-19T18:54:38.623+00:00
2187,terminal femea 6mm,,,,2016-05-19T19:06:29.447+00:00,2016-05-19T19:06:29.447+00:00
2188,"terminal femea 2,5mm",,,,2016-05-19T19:06:29.471+00:00,2016-05-19T19:06:29.471+00:00
2189,fusivel nh10a,,,,2016-05-19T19:06:29.491+00:00,2016-05-19T19:06:29.491+00:00
2190,terminal pre isolado 16mm,,,,2016-05-19T19:06:29.510+00:00,2016-05-19T19:06:29.510+00:00
2191,rele coel 15s,,,,2016-05-19T19:08:03.573+00:00,2016-05-19T19:08:03.573+00:00
2192,conector bolt,,,,2016-05-19T19:08:03.616+00:00,2016-05-19T19:08:03.616+00:00
2193,locação de cilindros de 3 casal ppu,,,,2016-05-20T13:02:56.053+00:00,2016-05-20T13:02:56.053+00:00
2194,contactor 3ts 65a,,,,2016-05-20T13:06:48.984+00:00,2016-05-20T13:06:48.984+00:00
2195,rele 3us 57a,,,,2016-05-20T13:06:49.008+00:00,2016-05-20T13:06:49.008+00:00
2196,"terminal femea isolado 2,5m",,,,2016-05-20T13:06:49.034+00:00,2016-05-20T13:06:49.034+00:00
2197,terminal femea isolado 5m,,,,2016-05-20T13:06:49.053+00:00,2016-05-20T13:06:49.053+00:00
2198,fluxo para solda,,,,2016-05-20T14:47:04.417+00:00,2016-05-20T14:47:04.417+00:00
2199,correia ax 34,,,,2016-05-20T14:47:54.002+00:00,2016-05-20T14:47:54.002+00:00
2200,compressor rotativo 9000 btus,,,,2016-05-20T17:01:51.493+00:00,2016-05-20T17:01:51.493+00:00
2201,contactor lc1 25a,,,,2016-05-20T18:08:56.215+00:00,2016-05-20T18:08:56.215+00:00
2202,conector sak 16mm,,,,2016-05-20T18:08:56.241+00:00,2016-05-20T18:08:56.241+00:00
2203,terminal pre isolsado 16mm,,,,2016-05-20T18:08:56.251+00:00,2016-05-20T18:08:56.251+00:00
2204,exaustor axc 250a 220v,,,,2016-05-20T18:12:19.274+00:00,2016-05-20T18:12:19.274+00:00
2205,helice 408,,,,2016-05-20T18:18:10.644+00:00,2016-05-20T18:18:10.644+00:00
2206,frente acj 408,,,,2016-05-20T18:18:10.657+00:00,2016-05-20T18:18:10.657+00:00
2207,turbina 408 ,,,,2016-05-20T18:18:10.667+00:00,2016-05-20T18:18:10.667+00:00
2208,termostato sce tvc n1,,,,2016-05-20T18:30:28.173+00:00,2016-05-20T18:30:28.173+00:00
2209,rele de tempo fixo,,,,2016-05-20T18:30:28.229+00:00,2016-05-20T18:30:28.229+00:00
2210,manometro reto 4gl,,,,2016-05-20T18:32:33.104+00:00,2016-05-20T18:32:33.104+00:00
2211, diaria de equipamento,,,,2016-05-20T18:35:14.678+00:00,2016-05-20T18:35:14.678+00:00
2212,manta g3,,,,2016-05-20T18:38:15.757+00:00,2016-05-20T18:38:15.757+00:00
2213,"compressor scrol 7,5 tr",,,,2016-05-20T18:40:14.613+00:00,2016-05-20T18:40:14.613+00:00
2214,troca de filtro jge5489,,,,2016-05-20T19:30:38.933+00:00,2016-05-20T19:30:38.933+00:00
2215,abastecimento moto fernando,,,,2016-05-20T19:34:53.757+00:00,2016-05-20T19:34:53.757+00:00
2216,abastecimento jeep,,,,2016-05-20T19:34:53.771+00:00,2016-05-20T19:34:53.771+00:00
2217,abastecimento sonata,,,,2016-05-20T19:34:53.790+00:00,2016-05-20T19:34:53.790+00:00
2218,troca de filtro fiorino jge 5509,,,,2016-05-20T19:34:53.803+00:00,2016-05-20T19:34:53.803+00:00
2219,luva de cobre de 3/4,,,,2016-05-20T19:52:46.066+00:00,2016-05-20T19:52:46.066+00:00
2220,compressor de 18.000,,,,2016-05-20T19:52:46.075+00:00,2016-05-20T19:52:46.075+00:00
2221,tampa cga branco,,,,2016-05-20T19:59:40.550+00:00,2016-05-20T19:59:40.550+00:00
2222,motor 1/10 cv,,,,2016-05-20T20:07:52.025+00:00,2016-05-20T20:07:52.025+00:00
2223,"pastilha 2,5tr",,,,2016-05-20T20:10:55.350+00:00,2016-05-20T20:10:55.350+00:00
2224,pastilha 7tr,,,,2016-05-20T20:10:55.359+00:00,2016-05-20T20:10:55.359+00:00
2225,pastilha 10tr,,,,2016-05-20T20:10:55.366+00:00,2016-05-20T20:10:55.366+00:00
2226,pastilha 20 tr,,,,2016-05-20T20:10:55.374+00:00,2016-05-20T20:10:55.374+00:00
2227,junta exp flg 150,,,,2016-05-20T20:14:33.485+00:00,2016-05-20T20:14:33.485+00:00
2228,rolamento 6309,,,,2016-05-20T20:21:10.988+00:00,2016-05-20T20:21:10.988+00:00
2229,rolamento 6308,,,,2016-05-20T20:21:10.995+00:00,2016-05-20T20:21:10.995+00:00
2230,correia a30,,,,2016-05-23T12:26:44.529+00:00,2016-05-23T12:26:44.529+00:00
2231,graxa azul,,,,2016-05-23T12:26:44.826+00:00,2016-05-23T12:26:44.826+00:00
2232,motor ventilador 1/4 cv,,,,2016-05-23T12:33:14.634+00:00,2016-05-23T12:33:14.634+00:00
2233,capacitor 15 mdf,,,,2016-05-23T12:33:14.656+00:00,2016-05-23T12:33:14.656+00:00
2234,filtro secador 3/8,,,,2016-05-23T12:36:49.569+00:00,2016-05-23T12:36:49.569+00:00
2235,compressor scroll 5tr,,,,2016-05-23T12:36:49.604+00:00,2016-05-23T12:36:49.604+00:00
2236,acetileno,,,,2016-05-23T12:36:49.648+00:00,2016-05-23T12:36:49.648+00:00
2237,mangueira de dreno pequena,,,,2016-05-23T13:02:12.891+00:00,2016-05-23T13:02:12.891+00:00
2238,polia 90mm,,,,2016-05-23T13:02:12.902+00:00,2016-05-23T13:02:12.902+00:00
2239,adaptador npt 90g,,,,2016-05-23T13:02:12.913+00:00,2016-05-23T13:02:12.913+00:00
2240,fusível diazed 16 a,,,,2016-05-23T13:10:00.961+00:00,2016-05-23T13:10:00.961+00:00
2241,fusível diazed 6 a,,,,2016-05-23T13:10:00.973+00:00,2016-05-23T13:10:00.973+00:00
2242,fusível diazed 4 a,,,,2016-05-23T13:10:00.984+00:00,2016-05-23T13:10:00.984+00:00
2243,manutenção de exaustor ,,,,2016-05-23T13:28:18.456+00:00,2016-05-23T13:28:18.456+00:00
2244,manutenção de motor de 5cv,,,,2016-05-23T13:33:19.007+00:00,2016-05-23T13:33:19.007+00:00
2245,armaflex m42,,,,2016-05-23T13:35:43.660+00:00,2016-05-23T13:35:43.660+00:00
2246,adesivo armaflex,,,,2016-05-23T13:35:43.675+00:00,2016-05-23T13:35:43.675+00:00
2247,armaflex f28,,,,2016-05-23T13:37:03.284+00:00,2016-05-23T13:37:03.284+00:00
2248,valvula de serviço 5/8,,,,2016-05-23T13:41:55.885+00:00,2016-05-23T13:41:55.885+00:00
2249,curva 90g,,,,2016-05-23T13:41:55.898+00:00,2016-05-23T13:41:55.898+00:00
2250,cortador de tubo 7/8,,,,2016-05-23T13:41:55.910+00:00,2016-05-23T13:41:55.910+00:00
2251,curvador de tubo,,,,2016-05-23T13:41:55.922+00:00,2016-05-23T13:41:55.922+00:00
2252,filtro secador 3/4,,,,2016-05-23T13:41:55.934+00:00,2016-05-23T13:41:55.934+00:00
2253,refil de maçarico,,,,2016-05-23T13:41:55.948+00:00,2016-05-23T13:41:55.948+00:00
2254,porca 3/;4,,,,2016-05-23T13:41:55.968+00:00,2016-05-23T13:41:55.968+00:00
2255,compressor 3tr sanyo,,,,2016-05-23T13:43:25.342+00:00,2016-05-23T13:43:25.342+00:00
2256,luvas pigmentadas,,,,2016-05-23T13:44:29.156+00:00,2016-05-23T13:44:29.156+00:00
2257,luvas de raspa,,,,2016-05-23T13:44:29.178+00:00,2016-05-23T13:44:29.178+00:00
2258,luvas de latex,,,,2016-05-23T13:44:29.204+00:00,2016-05-23T13:44:29.204+00:00
2259,protetor auricular tipo plugue,,,,2016-05-23T13:44:29.228+00:00,2016-05-23T13:44:29.228+00:00
2260,mascara descartavel,,,,2016-05-23T13:44:29.246+00:00,2016-05-23T13:44:29.246+00:00
2261,óculos de proteção,,,,2016-05-23T13:44:29.264+00:00,2016-05-23T13:44:29.264+00:00
2262,isolamento de 5/8,,,,2016-05-23T13:59:54.512+00:00,2016-05-23T13:59:54.512+00:00
2263,curvador de tubo 1/2,,,,2016-05-23T13:59:54.536+00:00,2016-05-23T13:59:54.536+00:00
2264,"cabo 0,6mm",,,,2016-05-23T14:05:42.968+00:00,2016-05-23T14:05:42.968+00:00
2265,"cabo 0,6 mm 3,2",,,,2016-05-23T14:05:42.991+00:00,2016-05-23T14:05:42.991+00:00
2266,"cabo 0,6 mm 3x2",,,,2016-05-23T14:06:09.481+00:00,2016-05-23T14:06:09.481+00:00
2267,"cabo 0,6mm 4x2",,,,2016-05-23T14:06:09.494+00:00,2016-05-23T14:06:09.494+00:00
2268,união 1/2 tupy,,,,2016-05-23T14:08:50.961+00:00,2016-05-23T14:08:50.961+00:00
2269,gas 410 ,,,,2016-05-23T14:10:24.043+00:00,2016-05-23T14:10:24.043+00:00
2270,escova de lavar ,,,,2016-05-23T14:12:41.420+00:00,2016-05-23T14:12:41.420+00:00
2271,compressor 1/2 hp,,,,2016-05-23T14:18:55.599+00:00,2016-05-23T14:18:55.599+00:00
2272,cinta aluminio 1/2,,,,2016-05-23T16:57:34.993+00:00,2016-05-23T16:57:34.993+00:00
2273,selo aluminio 1/2,,,,2016-05-23T16:57:35.005+00:00,2016-05-23T16:57:35.005+00:00
2274,"aluminio 0,15cm",,,,2016-05-23T16:57:35.016+00:00,2016-05-23T16:57:35.016+00:00
2275,manta de aluminio 10mm,,,,2016-05-23T17:00:18.939+00:00,2016-05-23T17:00:18.939+00:00
2279,"chapa lisa 24'' 3x1,20",,,,2016-05-27T18:55:59.699+00:00,2016-05-27T18:55:59.699+00:00
2280,cola para isopor ,,,,2016-05-27T18:57:48.109+00:00,2016-05-27T18:57:48.109+00:00
2281,"chapa 20 3x1,20",,,,2016-05-27T19:22:27.298+00:00,2016-05-27T19:22:27.298+00:00
2282,compr.rotativo 24.000 220v r410 gre,,,,2016-05-30T14:44:07.913+00:00,2016-05-30T14:44:07.913+00:00
2283,caixa de controle brastemp brm 35 ,,,,2016-05-30T17:48:33.706+00:00,2016-05-30T17:48:33.706+00:00
2284,curva de cobre de 1/2,,,,2016-05-30T17:51:37.206+00:00,2016-05-30T17:51:37.206+00:00
2285,chapa 24#,,,,2016-05-30T17:53:34.961+00:00,2016-05-30T17:53:34.961+00:00
2286,chapa 18#,,,,2016-05-30T17:53:34.969+00:00,2016-05-30T17:53:34.969+00:00
2287,segue em anexo a quantidade,,,,2016-05-30T17:54:59.283+00:00,2016-05-30T17:54:59.283+00:00
2288,capacitor 60uf,,,,2016-05-30T17:57:07.282+00:00,2016-05-30T17:57:07.282+00:00
2289,acoplamento nor mex ,,,,2016-05-30T17:58:10.965+00:00,2016-05-30T17:58:10.965+00:00
2290,acoplamento e-112 d50,,,,2016-05-30T17:59:27.233+00:00,2016-05-30T17:59:27.233+00:00
2291,rolamento 25mm gye 25,,,,2016-05-30T18:02:40.056+00:00,2016-05-30T18:02:40.056+00:00
2292,perfil al tub cx8166f,,,,2016-05-30T18:05:17.620+00:00,2016-05-30T18:05:17.620+00:00
2293,conexão para tela,,,,2016-05-30T18:05:17.640+00:00,2016-05-30T18:05:17.640+00:00
2294,guarnição,,,,2016-05-30T18:05:17.674+00:00,2016-05-30T18:05:17.674+00:00
2295,joelho 20mm,,,,2016-05-30T18:07:21.665+00:00,2016-05-30T18:07:21.665+00:00
2296,te 20mm solda,,,,2016-05-30T18:07:21.699+00:00,2016-05-30T18:07:21.699+00:00
2297,tubo de pvc 20 mm,,,,2016-05-30T18:07:21.707+00:00,2016-05-30T18:07:21.707+00:00
2298,joelho sold 25mm,,,,2016-05-30T18:07:21.716+00:00,2016-05-30T18:07:21.716+00:00
2299,esmalte cinza g36,,,,2016-05-30T18:11:46.159+00:00,2016-05-30T18:11:46.159+00:00
2300,fundo para galvanizado g36,,,,2016-05-30T18:11:46.176+00:00,2016-05-30T18:11:46.176+00:00
2301,terminal tipo bandeira 6mm,,,,2016-05-30T18:38:42.621+00:00,2016-05-30T18:38:42.621+00:00
2302,"valvula 2 vias 1""",,,,2016-05-31T13:42:08.810+00:00,2016-05-31T13:42:08.810+00:00
2303,compressor 9.000 btus ,,,,2016-05-31T13:45:12.273+00:00,2016-05-31T13:45:12.273+00:00
2304,fita pvc ,,,,2016-05-31T13:47:20.116+00:00,2016-05-31T13:47:20.116+00:00
2305,compressor 24.000 btu ,,,,2016-05-31T13:50:37.470+00:00,2016-05-31T13:50:37.470+00:00
2306,compressor 24.000 btu s,,,,2016-05-31T13:51:30.403+00:00,2016-05-31T13:51:30.403+00:00
2307,compressor 9.000 btu s,,,,2016-05-31T13:51:30.454+00:00,2016-05-31T13:51:30.454+00:00
2308,rolamento 6207zz,,,,2016-05-31T13:52:02.645+00:00,2016-05-31T13:52:02.645+00:00
2309,rolamento 6309zz,,,,2016-05-31T13:52:02.661+00:00,2016-05-31T13:52:02.661+00:00
2310,grelha dqe - 21 + rg tam. 3,,,,2016-05-31T14:51:50.699+00:00,2016-05-31T14:51:50.699+00:00
2311,fatura mes de maio ,,,,2016-05-31T17:00:34.300+00:00,2016-05-31T17:00:34.300+00:00
2312,026 32831 000 elem fil ol ys,,,,2016-05-31T17:36:10.760+00:00,2016-05-31T17:36:10.760+00:00
2313,motor de corrente continua lg,,,,2016-05-31T17:47:41.387+00:00,2016-05-31T17:47:41.387+00:00
2314,placa de circuito impresso lg,,,,2016-05-31T17:47:41.413+00:00,2016-05-31T17:47:41.413+00:00
2315,placa de circuito interno lg,,,,2016-05-31T17:47:41.434+00:00,2016-05-31T17:47:41.434+00:00
2316,termistor ntc,,,,2016-05-31T17:47:41.452+00:00,2016-05-31T17:47:41.452+00:00
2317,termistor 2,,,,2016-05-31T17:47:41.469+00:00,2016-05-31T17:47:41.469+00:00
2318,termistor ntc 3,,,,2016-05-31T17:47:41.485+00:00,2016-05-31T17:47:41.485+00:00
2319,tubo de pvc 1'',,,,2016-05-31T17:50:32.957+00:00,2016-05-31T17:50:32.957+00:00
2320,petrolete liso ll 1'',,,,2016-05-31T17:50:32.977+00:00,2016-05-31T17:50:32.977+00:00
2321,tampa petrolete cega 1'',,,,2016-05-31T17:50:32.996+00:00,2016-05-31T17:50:32.996+00:00
2322,copex 1'',,,,2016-05-31T17:50:33.022+00:00,2016-05-31T17:50:33.022+00:00
2323,"aluminio 0,15mm 3/16''",,,,2016-05-31T17:59:58.985+00:00,2016-05-31T17:59:58.985+00:00
2324,rolamento 6201,,,,2016-05-31T18:03:55.826+00:00,2016-05-31T18:03:55.826+00:00
2325,bota cano curto,,,,2016-05-31T18:07:39.146+00:00,2016-05-31T18:07:39.146+00:00
2326,atuador on off retorno por mola 220,,,,2016-05-31T18:16:00.443+00:00,2016-05-31T18:16:00.443+00:00
2327,lampada led e14,,,,2016-05-31T18:18:48.339+00:00,2016-05-31T18:18:48.339+00:00
2328,escova de aço base em madeira,,,,2016-05-31T18:18:48.365+00:00,2016-05-31T18:18:48.365+00:00
2329,ra 100 npp,,,,2016-06-02T13:44:45.336+00:00,2016-06-02T13:44:45.336+00:00
2330,motor 1/4 cv,,,,2016-06-02T17:03:57.195+00:00,2016-06-02T17:03:57.195+00:00
2331,motor 1/2 cv 2 polos,,,,2016-06-02T17:03:57.205+00:00,2016-06-02T17:03:57.205+00:00
2332,motor 1/6 cv 3 plos,,,,2016-06-02T17:03:57.212+00:00,2016-06-02T17:03:57.212+00:00
2333,helice 450 mm elgin,,,,2016-06-02T17:07:07.687+00:00,2016-06-02T17:07:07.687+00:00
2334,detergente concentrado polish,,,,2016-06-02T17:17:24.141+00:00,2016-06-02T17:17:24.141+00:00
2335,trincha,,,,2016-06-02T17:20:06.451+00:00,2016-06-02T17:20:06.451+00:00
2336,lixa ferro,,,,2016-06-02T17:20:06.464+00:00,2016-06-02T17:20:06.464+00:00
2337,lixa parede,,,,2016-06-02T17:20:06.473+00:00,2016-06-02T17:20:06.473+00:00
2338,zarcão,,,,2016-06-02T17:20:06.484+00:00,2016-06-02T17:20:06.484+00:00
2339,spraybco ug 350 ml,,,,2016-06-02T17:20:06.494+00:00,2016-06-02T17:20:06.494+00:00
2340,tratamento quimico ,,,,2016-06-02T17:24:43.628+00:00,2016-06-02T17:24:43.628+00:00
2341,compressor 3tr danfos,,,,2016-06-02T19:24:44.498+00:00,2016-06-02T19:24:44.498+00:00
2342,luva pvc solda 25mm,,,,2016-06-02T19:29:21.677+00:00,2016-06-02T19:29:21.677+00:00
2343,adaptador pvc 25 mm,,,,2016-06-02T19:29:21.703+00:00,2016-06-02T19:29:21.703+00:00
2344,joelho pvc 20mm,,,,2016-06-02T19:29:21.743+00:00,2016-06-02T19:29:21.743+00:00
2345,luva pvc 20 mm,,,,2016-06-02T19:29:21.782+00:00,2016-06-02T19:29:21.782+00:00
2346,adaptador de pvc 20mm,,,,2016-06-02T19:29:21.810+00:00,2016-06-02T19:29:21.810+00:00
2347,reparo em motor 1 cv 3 polos,,,,2016-06-02T19:33:32.021+00:00,2016-06-02T19:33:32.021+00:00
2348,rolamento = ra100npp,,,,2016-06-02T19:34:32.869+00:00,2016-06-02T19:34:32.869+00:00
2349,rolamento 6209,,,,2016-06-02T19:36:27.817+00:00,2016-06-02T19:36:27.817+00:00
2350,fita larga tranparente 50m x 45mm ( durex),,,,2016-06-03T18:00:07.440+00:00,2016-06-03T18:00:07.440+00:00
2351,fita silver tape 50m x 45mm preta,,,,2016-06-03T18:00:07.457+00:00,2016-06-03T18:00:07.457+00:00
2352,rolo de fita veda rosca (terflon),,,,2016-06-03T18:00:07.472+00:00,2016-06-03T18:00:07.472+00:00
2353,"terminais preisolado 2,5mm tipo femea azul",,,,2016-06-03T18:00:07.520+00:00,2016-06-03T18:00:07.520+00:00
2354,"terminais preisolado 4,0mm tipo femea amarelo",,,,2016-06-03T18:00:07.537+00:00,2016-06-03T18:00:07.537+00:00
2355,silicone 300ml,,,,2016-06-03T18:00:07.569+00:00,2016-06-03T18:00:07.569+00:00
2356,repite pop 3 x 12 (312),,,,2016-06-03T18:00:07.593+00:00,2016-06-03T18:00:07.593+00:00
2357,lampada 60w,,,,2016-06-03T18:00:07.620+00:00,2016-06-03T18:00:07.620+00:00
2358,capacitor 4mf,,,,2016-06-03T18:00:07.685+00:00,2016-06-03T18:00:07.685+00:00
2359,anel normex e-82,,,,2016-06-03T20:07:18.792+00:00,2016-06-03T20:07:18.792+00:00
2360,ventuinha motor trifasico,,,,2016-06-03T20:07:18.836+00:00,2016-06-03T20:07:18.836+00:00
2361,conexao de latao para cassete,,,,2016-06-03T20:07:18.866+00:00,2016-06-03T20:07:18.866+00:00
2362,furadeira bosch gbs13,,,,2016-06-03T20:07:18.904+00:00,2016-06-03T20:07:18.904+00:00
2363,"eixo aÇo 1020 / 1045 med.1,54mt comprimento e 31,7mm de diametro",,,,2016-06-03T20:07:18.920+00:00,2016-06-03T20:07:18.920+00:00
2364,compressor mod. zr24kc-pvc-501c 220v,,,,2016-06-06T13:06:48.842+00:00,2016-06-06T13:06:48.842+00:00
2365,rolamento gra-205-16v22 com a borracha de proteÇao,,,,2016-06-06T17:24:05.528+00:00,2016-06-06T17:24:05.528+00:00
2366,locação de compressor 1,,,,2016-06-07T13:17:08.634+00:00,2016-06-07T13:17:08.634+00:00
